chart_4_series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values (currency format))-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(chart_4_tooltip_variable_text2)-alias,ATTR(rolling_tooltip_text)-alias,ATTR(chart_4_tooltip_variable_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Series tooltip)-alias,ATTR(Series tooltip)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Series (copy)_147492889927708672:nk]-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias
GP attendances,Total,0,465885804.95,465885804.95,465885804.95,2016-12-01 00:00:00,December 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,492255126.35,492255126.35,492255126.35,2017-01-01 00:00:00,January 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,529275937.35,529275937.35,529275937.35,2017-02-01 00:00:00,February 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,596890987.8,596890987.8,596890987.8,2017-03-01 00:00:00,March 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,503729778.2,503729778.2,503729778.2,2017-04-01 00:00:00,April 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,626354892.95,626354892.95,626354892.95,2017-05-01 00:00:00,May 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,562099021.6,562099021.6,562099021.6,2017-06-01 00:00:00,June 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,559312840.75,559312840.75,559312840.75,2017-07-01 00:00:00,July 2017,0,0,, ,for bulk billed GP attendances,%null%,0,"From 1 July 2017, re-introduction of indexation of Schedule fees in a phased lifting approach commenced. However, indexation did not extend to all Medicare items.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,627634305.6,627634305.6,627634305.6,2017-08-01 00:00:00,August 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,561322696.3,561322696.3,561322696.3,2017-09-01 00:00:00,September 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,574878582.55,574878582.55,574878582.55,2017-10-01 00:00:00,October 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,577773455.3,577773455.3,577773455.3,2017-11-01 00:00:00,November 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,471043115.45,471043115.45,471043115.45,2017-12-01 00:00:00,December 2017,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,535747898.45,535747898.45,535747898.45,2018-01-01 00:00:00,January 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,555556459.55,555556459.55,555556459.55,2018-02-01 00:00:00,February 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,584216366.7,584216366.7,584216366.7,2018-03-01 00:00:00,March 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,557024159.6,557024159.6,557024159.6,2018-04-01 00:00:00,April 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,665901305,665901305,665901305,2018-05-01 00:00:00,May 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,562641973.4,562641973.4,562641973.4,2018-06-01 00:00:00,June 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,584823858.7,584823858.7,584823858.7,2018-07-01 00:00:00,July 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,623036366.7,623036366.7,623036366.7,2018-08-01 00:00:00,August 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,555196150.15,555196150.15,555196150.15,2018-09-01 00:00:00,September 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,608286852.6,608286852.6,608286852.6,2018-10-01 00:00:00,October 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,593881963.35,593881963.35,593881963.35,2018-11-01 00:00:00,November 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,480077801.65,480077801.65,480077801.65,2018-12-01 00:00:00,December 2018,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,552190281.75,552190281.75,552190281.75,2019-01-01 00:00:00,January 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,575461252.6,575461252.6,575461252.6,2019-02-01 00:00:00,February 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,609017842.7,609017842.7,609017842.7,2019-03-01 00:00:00,March 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,575867217.1,575867217.1,575867217.1,2019-04-01 00:00:00,April 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,697658912.6,697658912.6,697658912.6,2019-05-01 00:00:00,May 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,585942944.95,585942944.95,585942944.95,2019-06-01 00:00:00,June 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,636516878.6,636516878.6,636516878.6,2019-07-01 00:00:00,July 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,631576183.55,631576183.55,631576183.55,2019-08-01 00:00:00,August 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,590428146,590428146,590428146,2019-09-01 00:00:00,September 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,618958653.1,618958653.1,618958653.1,2019-10-01 00:00:00,October 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,587138327.15,587138327.15,587138327.15,2019-11-01 00:00:00,November 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,507324112.7,507324112.7,507324112.7,2019-12-01 00:00:00,December 2019,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,562497120.55,562497120.55,562497120.55,2020-01-01 00:00:00,January 2020,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,591389539,591389539,591389539,2020-02-01 00:00:00,February 2020,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,639870276.05,639870276.05,639870276.05,2020-03-01 00:00:00,March 2020,0,0,, ,for bulk billed GP attendances,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,655035782.35,655035782.35,655035782.35,2020-04-01 00:00:00,April 2020,0,0,, ,for bulk billed GP attendances,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,649429128.25,649429128.25,649429128.25,2020-05-01 00:00:00,May 2020,0,0,, ,for bulk billed GP attendances,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,666010167.8,666010167.8,666010167.8,2020-06-01 00:00:00,June 2020,0,0,, ,for bulk billed GP attendances,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,682757655.95,682757655.95,682757655.95,2020-07-01 00:00:00,July 2020,0,0,, ,for bulk billed GP attendances,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,649269988.2,649269988.2,649269988.2,2020-08-01 00:00:00,August 2020,0,0,, ,for bulk billed GP attendances,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,654770627.2,654770627.2,654770627.2,2020-09-01 00:00:00,September 2020,0,0,, ,for bulk billed GP attendances,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,642817207.35,642817207.35,642817207.35,2020-10-01 00:00:00,October 2020,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,641884381.95,641884381.95,641884381.95,2020-11-01 00:00:00,November 2020,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,575984414.15,575984414.15,575984414.15,2020-12-01 00:00:00,December 2020,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,574499028.6,574499028.6,574499028.6,2021-01-01 00:00:00,January 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,632689317.55,632689317.55,632689317.55,2021-02-01 00:00:00,February 2021,0,0,, ,for bulk billed GP attendances,%null%,0,"On 26 February 2021 GP attendance items were introduced for assessing a patient's suitability for a COVID-19 vaccine. It is a requirement that these items are bulk billed. In addition, bulk billing incentives are not payable for these items.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,716682526.75,716682526.75,716682526.75,2021-03-01 00:00:00,March 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,653728543.95,653728543.95,653728543.95,2021-04-01 00:00:00,April 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,717623297.3,717623297.3,717623297.3,2021-05-01 00:00:00,May 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,695164153.95,695164153.95,695164153.95,2021-06-01 00:00:00,June 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,688873917.8,688873917.8,688873917.8,2021-07-01 00:00:00,July 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,751741737.55,751741737.55,751741737.55,2021-08-01 00:00:00,August 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,731611517.05,731611517.05,731611517.05,2021-09-01 00:00:00,September 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,703659020.95,703659020.95,703659020.95,2021-10-01 00:00:00,October 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,679094879.55,679094879.55,679094879.55,2021-11-01 00:00:00,November 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,570612371.2,570612371.2,570612371.2,2021-12-01 00:00:00,December 2021,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,608370821.65,608370821.65,608370821.65,2022-01-01 00:00:00,January 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,634944477.95,634944477.95,634944477.95,2022-02-01 00:00:00,February 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,694213851.75,694213851.75,694213851.75,2022-03-01 00:00:00,March 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,575446511.1,575446511.1,575446511.1,2022-04-01 00:00:00,April 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,716726104.05,716726104.05,716726104.05,2022-05-01 00:00:00,May 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,658677902.2,658677902.2,658677902.2,2022-06-01 00:00:00,June 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,615511019.55,615511019.55,615511019.55,2022-07-01 00:00:00,July 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,674366411.85,674366411.85,674366411.85,2022-08-01 00:00:00,August 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,599287434.85,599287434.85,599287434.85,2022-09-01 00:00:00,September 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,588953241.65,588953241.65,588953241.65,2022-10-01 00:00:00,October 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,610222454.95,610222454.95,610222454.95,2022-11-01 00:00:00,November 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,496703208.6,496703208.6,496703208.6,2022-12-01 00:00:00,December 2022,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,521936500.1,521936500.1,521936500.1,2023-01-01 00:00:00,January 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,564067715.65,564067715.65,564067715.65,2023-02-01 00:00:00,February 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,636414374.25,636414374.25,636414374.25,2023-03-01 00:00:00,March 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,521680192.2,521680192.2,521680192.2,2023-04-01 00:00:00,April 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,667946825.55,667946825.55,667946825.55,2023-05-01 00:00:00,May 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,581642933.85,581642933.85,581642933.85,2023-06-01 00:00:00,June 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,581191417.35,581191417.35,581191417.35,2023-07-01 00:00:00,July 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,639239220.75,639239220.75,639239220.75,2023-08-01 00:00:00,August 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,566442646.3,566442646.3,566442646.3,2023-09-01 00:00:00,September 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,584367798.6,584367798.6,584367798.6,2023-10-01 00:00:00,October 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,604446519.4,604446519.4,604446519.4,2023-11-01 00:00:00,November 2023,0,0,, ,for bulk billed GP attendances,%null%,0,"On 1 November 2023, new bulk billing items with higher incentive payments were introduced for certain types of GP consultations outside of hospital, for children under 16 and concessional patients. These payments are triple the amount of existing standard bulk billing incentive payments. In addition, the standard bulk billing incentive payments continue to be available for the remaining types of GP consultations.",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,488438568.25,488438568.25,488438568.25,2023-12-01 00:00:00,December 2023,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,569640202.7,569640202.7,569640202.7,2024-01-01 00:00:00,January 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,618768890.65,618768890.65,618768890.65,2024-02-01 00:00:00,February 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,596760068.7,596760068.7,596760068.7,2024-03-01 00:00:00,March 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,616193668.9,616193668.9,616193668.9,2024-04-01 00:00:00,April 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,696271249.75,696271249.75,696271249.75,2024-05-01 00:00:00,May 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,583408766.5,583408766.5,583408766.5,2024-06-01 00:00:00,June 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,674851037.1,674851037.1,674851037.1,2024-07-01 00:00:00,July 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,670842047.2,670842047.2,670842047.2,2024-08-01 00:00:00,August 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,624378537.55,624378537.55,624378537.55,2024-09-01 00:00:00,September 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,668228899.95,668228899.95,668228899.95,2024-10-01 00:00:00,October 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,629281423.95,629281423.95,629281423.95,2024-11-01 00:00:00,November 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,535533034.4,535533034.4,535533034.4,2024-12-01 00:00:00,December 2024,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,604782408.65,604782408.65,604782408.65,2025-01-01 00:00:00,January 2025,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
